pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,pl_orbsmax,pl_rade,pl_bmasse,st_rad,st_mass,st_lum,glat,glon
Kepler-158 b,Kepler-158,1,2,0,Transit,2014,Kepler,0.111000,2.120,5.14000,0.62,0.66,-0.757,16.12696,69.82072
Kepler-158 c,Kepler-158,1,2,0,Transit,2014,Kepler,0.158000,1.900,4.27000,0.62,0.66,-0.757,16.12696,69.82072
Kepler-1580 b,Kepler-1580,1,1,0,Transit,2016,Kepler,0.323000,2.110,5.10000,2.15,1.47,0.926,15.37287,71.92375
Kepler-1581 b,Kepler-1581,1,1,0,Transit,2016,Kepler,0.067400,0.800,0.43700,1.23,1.12,0.391,13.69395,70.69427
Kepler-1582 b,Kepler-1582,1,1,0,Transit,2016,Kepler,0.031600,1.490,2.83000,0.30,0.28,-2.389,12.94693,72.79808
Kepler-1583 b,Kepler-1583,1,1,0,Transit,2016,Kepler,0.085000,0.600,0.15600,0.91,0.94,-0.018,17.23201,77.49514
Kepler-1584 b,Kepler-1584,1,1,0,Transit,2016,Kepler,0.116800,1.610,3.22000,1.13,1.10,0.252,14.90333,74.28379
Kepler-1585 b,Kepler-1585,1,1,0,Transit,2016,Kepler,0.044500,1.790,3.86000,0.91,0.94,-0.434,10.02584,78.17318
Kepler-1586 b,Kepler-1586,1,1,0,Transit,2016,Kepler,0.126600,1.520,2.92000,1.75,1.45,0.183,8.93302,79.20915
Kepler-1587 b,Kepler-1587,1,1,0,Transit,2016,Kepler,0.087800,1.330,2.33000,1.22,1.08,0.326,14.43882,81.73931
Kepler-1588 b,Kepler-1588,1,1,0,Transit,2016,Kepler,0.072600,0.760,0.36300,0.99,0.96,0.320,16.44589,78.93826
Kepler-1589 b,Kepler-1589,1,1,0,Transit,2016,Kepler,0.020500,1.090,1.32000,1.25,1.18,0.329,9.25568,73.99890
Kepler-159 b,Kepler-159,1,2,0,Transit,2014,Kepler,0.082000,2.380,6.26000,0.66,0.63,-0.754,7.65134,75.22984
Kepler-159 c,Kepler-159,1,2,0,Transit,2014,Kepler,0.218000,3.410,11.50000,0.66,0.63,-0.754,7.65134,75.22984
Kepler-1590 b,Kepler-1590,1,1,0,Transit,2016,Kepler,0.077200,1.140,1.55000,1.16,1.11,0.063,14.50514,79.83412
Kepler-1591 b,Kepler-1591,1,1,0,Transit,2016,Kepler,0.079400,1.270,2.15000,1.16,1.10,0.434,9.82378,78.33732
Kepler-1592 b,Kepler-1592,1,1,0,Transit,2016,Kepler,0.040000,1.540,2.99000,1.28,1.18,0.507,8.64059,71.83822
Kepler-1593 b,Kepler-1593,1,1,0,Transit,2016,Kepler,0.546000,3.170,10.20000,0.77,0.81,-0.652,7.29669,79.63594
Kepler-1594 b,Kepler-1594,1,1,0,Transit,2016,Kepler,0.039600,1.060,1.20000,1.08,1.06,0.000,13.14169,80.43622
Kepler-1595 b,Kepler-1595,1,1,0,Transit,2016,Kepler,0.051000,1.230,2.04000,0.80,0.84,-0.363,16.17228,73.43080
Kepler-1596 b,Kepler-1596,1,1,0,Transit,2016,Kepler,0.323700,1.900,4.27000,0.92,0.95,0.431,18.57532,79.55824
Kepler-1597 b,Kepler-1597,1,1,0,Transit,2016,Kepler,0.042700,1.060,1.20000,1.39,1.25,0.434,14.31582,73.65455
Kepler-1598 b,Kepler-1598,1,1,0,Transit,2016,Kepler,0.052700,0.950,0.80900,1.09,1.07,-0.039,15.82723,77.83275
Kepler-1599 b,Kepler-1599,1,1,0,Transit,2016,Kepler,0.482300,1.620,3.26000,0.99,0.99,0.241,15.11555,71.79761
Kepler-16 b,Kepler-16,2,1,0,Transit,2011,Kepler,0.704800,8.449,105.83300,0.65,0.69,-0.903,17.36600,82.78543
Kepler-160 b,Kepler-160,1,3,0,Transit,2014,Kepler,0.055110,1.715,3.59000,1.12,0.97,0.004,14.73466,73.90270
Kepler-160 c,Kepler-160,1,3,0,Transit,2014,Kepler,0.119200,3.760,13.60000,1.12,0.97,0.004,14.73466,73.90270
Kepler-160 d,Kepler-160,1,3,0,Transit Timing Variations,2020,Kepler,0.170000,,100.00000,1.12,0.97,0.004,14.73466,73.90270
Kepler-1600 b,Kepler-1600,1,2,0,Transit,2016,Kepler,0.971200,3.130,9.96000,0.82,0.86,-0.339,10.52293,71.30223
Kepler-1600 c,Kepler-1600,1,2,0,Transit,2021,Kepler,0.068900,1.942,4.43000,0.83,0.82,-0.339,10.52293,71.30223
Kepler-1601 b,Kepler-1601,1,1,0,Transit,2016,Kepler,0.033600,0.820,0.47700,1.07,1.04,0.085,14.40649,68.65619
Kepler-1602 b,Kepler-1602,1,1,0,Transit,2016,Kepler,0.107400,1.340,2.36000,1.36,1.22,0.201,9.76833,73.56095
Kepler-1603 b,Kepler-1603,1,1,0,Transit,2016,Kepler,0.035100,1.290,2.21000,1.31,1.21,0.706,9.59330,76.07194
Kepler-1604 b,Kepler-1604,1,1,0,Transit,2016,Kepler,0.008900,1.410,2.57000,0.76,0.81,-0.527,16.90627,74.69980
Kepler-1605 b,Kepler-1605,1,1,0,Transit,2016,Kepler,0.391200,1.080,1.28000,0.82,0.86,0.429,16.93521,78.15062
Kepler-1606 b,Kepler-1606,1,1,0,Transit,2016,Kepler,0.642100,2.070,4.94000,0.86,0.90,-0.171,15.75379,73.68234
Kepler-1607 b,Kepler-1607,1,1,0,Transit,2016,Kepler,0.107500,0.920,0.72100,1.21,1.14,0.709,9.17825,76.43909
Kepler-1608 b,Kepler-1608,1,1,0,Transit,2016,Kepler,0.112600,1.730,3.64000,0.72,0.75,-0.537,7.95133,73.38461
Kepler-1609 b,Kepler-1609,1,1,0,Transit,2016,Kepler,0.467900,2.220,5.56000,1.27,1.18,0.484,11.78036,71.67209
Kepler-161 b,Kepler-161,1,2,0,Transit,2014,Kepler,0.054000,2.120,12.10000,0.81,0.86,-0.447,12.99462,74.95576
Kepler-161 c,Kepler-161,1,2,0,Transit,2014,Kepler,0.068000,2.050,11.80000,0.81,0.86,-0.447,12.99462,74.95576
Kepler-1610 b,Kepler-1610,1,2,0,Transit,2016,Kepler,0.077700,1.610,3.22000,0.87,0.91,-0.483,10.58296,78.84084
Kepler-1610 c,Kepler-1610,1,2,0,Transit,2023,Kepler,0.232300,2.090,5.02000,0.80,0.83,-0.483,10.58296,78.84084
Kepler-1611 b,Kepler-1611,1,1,0,Transit,2016,Kepler,0.058600,0.810,0.45700,0.93,0.94,-0.113,12.24637,82.93231
Kepler-1612 b,Kepler-1612,1,1,0,Transit,2016,Kepler,0.048200,1.030,1.08000,0.94,0.96,-0.188,13.61034,77.57698
Kepler-1613 b,Kepler-1613,1,1,0,Transit,2016,Kepler,0.026400,2.080,4.98000,1.12,1.08,0.638,13.56034,75.06765
Kepler-1614 b,Kepler-1614,1,1,0,Transit,2016,Kepler,0.047100,1.490,2.83000,0.76,0.79,-0.271,19.14605,79.84006
Kepler-1615 b,Kepler-1615,1,1,0,Transit,2016,Kepler,0.278800,2.060,4.90000,1.05,1.04,0.389,15.43982,72.86678
Kepler-1616 b,Kepler-1616,1,1,0,Transit,2016,Kepler,0.076100,1.020,1.04000,1.34,1.21,0.638,16.49419,75.87728
Kepler-1617 b,Kepler-1617,1,1,0,Transit,2016,Kepler,0.181000,1.200,1.87000,1.22,1.15,0.341,16.02217,77.33520
Kepler-1618 b,Kepler-1618,1,1,0,Transit,2016,Kepler,0.070600,1.260,2.13000,1.65,1.41,0.690,11.27915,79.07164
Kepler-1619 b,Kepler-1619,1,1,0,Transit,2016,Kepler,0.161100,0.760,0.36300,1.00,1.00,0.326,16.71563,74.79049
Kepler-162 b,Kepler-162,1,2,0,Transit,2014,Kepler,0.069000,1.260,2.13000,0.96,0.95,0.155,8.91719,77.82088
Kepler-162 c,Kepler-162,1,2,0,Transit,2014,Kepler,0.137000,3.030,9.43000,0.96,0.95,0.155,8.91719,77.82088
Kepler-1620 b,Kepler-1620,1,1,0,Transit,2016,Kepler,0.432200,1.610,3.22000,1.23,1.15,0.293,10.47638,80.66117
Kepler-1621 b,Kepler-1621,1,1,0,Transit,2016,Kepler,0.420400,2.160,5.31000,1.24,1.15,0.478,8.77976,78.03515
Kepler-1622 b,Kepler-1622,1,1,0,Transit,2016,Kepler,0.099400,1.470,2.76000,1.50,1.31,0.373,10.86809,81.47197
Kepler-1623 b,Kepler-1623,1,1,0,Transit,2016,Kepler,0.051800,1.310,2.27000,1.00,1.00,-0.172,9.02309,72.95966
Kepler-1624 b,Kepler-1624,1,1,0,Transit,2016,Kepler,0.032700,5.700,27.60000,0.47,0.50,-1.323,9.05558,70.45170
Kepler-1625 b,Kepler-1625,1,1,0,Transit,2016,Kepler,0.874800,6.060,30.60000,0.94,0.96,0.437,8.26713,73.74999
Kepler-1626 b,Kepler-1626,1,1,0,Transit,2016,Kepler,0.053700,2.020,4.74000,1.85,1.51,0.611,7.95519,74.88682
Kepler-1627 b,Kepler-1627,1,1,0,Transit,2016,Kepler,0.064300,3.690,13.20000,0.84,0.87,-0.303,16.77960,71.56460
Kepler-1628 b,Kepler-1628,1,1,0,Transit,2016,Kepler,0.295200,6.430,33.80000,0.52,0.55,-1.330,19.09880,72.70578
Kepler-1629 b,Kepler-1629,1,1,0,Transit,2016,Kepler,0.048500,0.770,0.38100,1.01,1.01,-0.134,20.19416,72.70897
Kepler-163 b,Kepler-163,1,2,0,Transit,2014,Kepler,0.078000,1.050,1.16000,0.92,0.88,-0.138,11.87083,79.97327
Kepler-163 c,Kepler-163,1,2,0,Transit,2014,Kepler,0.152000,2.260,5.73000,0.92,0.88,-0.138,11.87083,79.97327
Kepler-1630 b,Kepler-1630,1,1,0,Transit,2016,Kepler,1.121800,2.190,5.43000,0.63,0.66,-0.646,8.76631,77.89166
Kepler-1631 b,Kepler-1631,1,1,0,Transit,2016,Kepler,0.051100,1.350,2.39000,0.95,0.97,0.007,10.63796,76.97308
Kepler-1632 b,Kepler-1632,1,1,0,Transit,2016,Kepler,0.676200,2.470,6.66000,1.19,1.12,0.406,10.77493,77.02199
Kepler-1633 b,Kepler-1633,1,1,0,Transit,2016,Kepler,0.387500,1.580,3.12000,1.32,1.20,0.646,15.06382,76.07230
Kepler-1634 b,Kepler-1634,1,1,0,Transit,2016,Kepler,1.052500,3.190,10.30000,0.89,0.92,-0.265,11.62186,77.98371
Kepler-1635 b,Kepler-1635,1,1,0,Transit,2016,Kepler,1.117000,3.640,12.90000,0.85,0.89,-0.280,17.36600,75.79691
Kepler-1636 b,Kepler-1636,1,1,0,Transit,2016,Kepler,1.154600,3.230,10.50000,1.02,1.01,0.237,12.20049,79.17483
Kepler-1637 b,Kepler-1637,1,1,0,Transit,2016,Kepler,0.059600,0.890,0.64000,1.02,1.02,0.023,20.25106,77.61218
Kepler-1638 b,Kepler-1638,1,1,0,Transit,2016,Kepler,0.745000,1.870,4.16000,0.95,0.97,-0.114,12.28820,81.52166
Kepler-1639 b,Kepler-1639,1,1,0,Transit,2016,Kepler,0.093200,2.580,7.18000,1.18,1.12,0.145,19.93538,78.45346
Kepler-164 b,Kepler-164,1,4,0,Transit,2014,Kepler,0.058000,1.410,2.57000,1.15,1.09,0.113,16.58456,78.45857
Kepler-164 c,Kepler-164,1,4,0,Transit,2014,Kepler,0.097000,2.730,7.90000,1.15,1.09,0.113,16.58456,78.45857
Kepler-164 d,Kepler-164,1,4,0,Transit,2014,Kepler,0.187000,2.450,6.57000,1.15,1.09,0.113,16.58456,78.45857
Kepler-164 e,Kepler-164,1,4,0,Transit,2023,Kepler,0.402500,4.240,16.70000,1.10,0.97,0.113,16.58456,78.45857
Kepler-1640 b,Kepler-1640,1,1,0,Transit,2016,Kepler,0.083600,4.820,20.70000,1.43,1.27,0.470,9.30881,74.29026
Kepler-1641 b,Kepler-1641,1,2,0,Transit,2016,Kepler,0.147300,3.110,9.85000,1.19,1.12,0.131,8.46248,75.58833
Kepler-1641 c,Kepler-1641,1,2,0,Transit,2016,Kepler,0.206500,2.950,9.01000,1.19,1.12,0.131,8.46248,75.58833
Kepler-1642 b,Kepler-1642,1,2,0,Transit,2016,Kepler,0.101600,3.200,10.30000,0.84,0.88,-0.405,8.92018,77.72618
Kepler-1642 c,Kepler-1642,1,2,0,Transit,2016,Kepler,0.067800,2.660,7.56000,0.84,0.88,-0.405,8.92018,77.72618
Kepler-1643 b,Kepler-1643,1,1,0,Transit,2016,Kepler,0.053100,2.320,5.99000,0.86,0.85,-0.472,7.48190,79.86512
Kepler-1644 b,Kepler-1644,1,1,0,Transit,2016,Kepler,0.142000,1.880,4.19000,0.86,0.89,-0.215,18.17315,78.25959
Kepler-1645 b,Kepler-1645,1,1,0,Transit,2016,Kepler,0.128500,1.780,3.82000,1.02,1.02,0.336,11.06907,82.06020
Kepler-1646 b,Kepler-1646,1,1,0,Transit,2016,Kepler,0.029500,1.230,2.04000,0.26,0.24,-1.780,14.91811,73.86962
Kepler-1647 b,Kepler-1647,2,1,0,Transit,2016,Kepler,2.720500,11.874,483.00000,1.79,1.22,0.644,6.83604,75.45396
Kepler-1649 b,Kepler-1649,1,2,0,Transit,2017,Kepler,0.051400,1.017,1.03000,0.23,0.20,-2.287,11.12886,74.45609
Kepler-1649 c,Kepler-1649,1,2,0,Transit,2020,Kepler,0.064900,1.060,1.20000,0.23,0.20,-2.287,11.12886,74.45609
Kepler-165 b,Kepler-165,1,2,0,Transit,2014,Kepler,0.072000,2.320,5.99000,0.77,0.79,-0.472,21.12868,76.92011
Kepler-165 c,Kepler-165,1,2,0,Transit,2014,Kepler,0.110000,2.230,5.60000,0.77,0.79,-0.472,21.12868,76.92011
Kepler-1650 b,Kepler-1650,1,1,0,Transit,2017,Kepler,0.016700,0.960,0.84000,0.33,0.33,-1.871,8.21030,77.22891
Kepler-1651 b,Kepler-1651,2,1,0,Transit,2017,Kepler,0.069200,1.840,4.04000,0.50,0.52,-1.368,19.45131,78.16880
Kepler-1652 b,Kepler-1652,1,1,0,Transit,2017,Kepler,0.165400,1.600,3.19000,0.38,0.40,-1.638,13.56510,82.45902
Kepler-1653 b,Kepler-1653,1,1,0,Transit,2017,Kepler,0.470600,2.170,5.35000,0.69,0.72,-0.636,8.24842,75.35176
Kepler-1654 b,Kepler-1654,1,1,0,Transit,2018,Kepler,2.026000,9.180,158.91500,1.18,1.01,0.090,19.06885,73.86663
Kepler-1655 b,Kepler-1655,1,1,0,Transit,2018,Kepler,0.102900,2.213,5.40000,1.03,1.03,0.143,14.01685,70.10576
Kepler-1656 b,Kepler-1656,1,2,0,Transit,2018,Kepler,0.197400,4.520,47.80000,1.10,1.03,0.021,15.86374,70.07924
Kepler-1656 c,Kepler-1656,1,2,0,Radial Velocity,2022,W. M. Keck Observatory,3.053000,14.000,126.40000,1.10,1.03,-0.004,15.86374,70.07924
Kepler-1658 b,Kepler-1658,1,1,0,Transit,2019,Kepler,0.054400,11.994,1868.84040,2.89,1.45,1.206,8.55004,72.51658
Kepler-166 b,Kepler-166,1,3,0,Transit,2014,Kepler,0.072000,2.270,5.77000,0.74,0.88,-0.385,13.81924,81.14899
Kepler-166 c,Kepler-166,1,3,0,Transit,2014,Kepler,0.195000,2.380,6.26000,0.74,0.88,-0.385,13.81924,81.14899
Kepler-166 d,Kepler-166,1,3,0,Transit,2016,Kepler,0.024600,1.730,3.64000,0.83,0.88,-0.385,13.81924,81.14899
Kepler-1661 b,Kepler-1661,2,1,0,Transit,2020,Kepler,0.633000,3.870,17.00000,0.76,0.84,-0.513,16.15714,72.26462
Kepler-1663 b,Kepler-1663,1,1,0,Transit,2020,Kepler,0.107200,3.304,10.90000,0.63,0.61,-1.109,15.44414,80.31086
Kepler-1664 b,Kepler-1664,1,1,0,Transit,2020,Kepler,0.113700,3.033,9.45000,1.07,0.94,0.050,17.76123,79.80597
Kepler-1665 b,Kepler-1665,1,1,0,Transit,2020,Kepler,0.100600,2.839,8.44000,0.78,0.84,-0.450,12.20124,73.02343
Kepler-1666 b,Kepler-1666,1,2,0,Transit,2020,Kepler,0.176100,2.883,8.66000,1.15,1.23,0.268,9.74522,80.30239
Kepler-1666 c,Kepler-1666,1,2,0,Transit,2020,Kepler,0.238300,3.236,10.50000,1.15,1.23,0.268,9.74522,80.30239
Kepler-1667 b,Kepler-1667,1,1,0,Transit,2020,Kepler,0.425600,2.984,9.19000,1.09,1.09,0.123,19.41312,77.84988
Kepler-1668 b,Kepler-1668,1,1,0,Transit,2020,Kepler,0.124000,4.348,17.40000,1.02,0.98,-0.056,10.02549,79.94767
Kepler-1669 b,Kepler-1669,1,3,0,Transit,2020,Kepler,0.074500,2.780,8.15000,0.71,0.67,-0.803,6.90783,74.47230
Kepler-1669 c,Kepler-1669,1,3,0,Transit,2021,Kepler,0.022800,1.901,4.27000,0.60,0.61,-0.803,6.90783,74.47230
Kepler-1669 d,Kepler-1669,1,3,0,Transit,2023,Kepler,0.046800,1.220,1.98000,0.60,0.61,-0.803,6.90783,74.47230
Kepler-167 b,Kepler-167,2,4,0,Transit,2014,Kepler,0.048250,1.718,3.60000,0.75,0.78,-0.539,9.44486,71.35329
Kepler-167 c,Kepler-167,2,4,0,Transit,2014,Kepler,0.068400,1.674,3.44000,0.75,0.78,-0.539,9.44486,71.35329
Kepler-167 d,Kepler-167,2,4,0,Transit,2016,Kepler,0.140400,1.238,2.06000,0.75,0.78,-0.539,9.44486,71.35329
Kepler-167 e,Kepler-167,2,4,0,Transit,2016,Kepler,1.883000,10.160,321.00669,0.75,0.78,-0.539,9.44486,71.35329
Kepler-1670 b,Kepler-1670,1,1,0,Transit,2020,Kepler,0.152800,3.356,11.20000,1.52,1.05,0.383,13.13633,74.93061
Kepler-1671 b,Kepler-1671,1,1,0,Transit,2020,Kepler,0.049100,1.326,2.32000,0.93,0.87,-0.266,10.57479,72.02506
Kepler-1672 b,Kepler-1672,1,1,0,Transit,2020,Kepler,0.572600,2.970,9.11000,1.09,1.16,0.179,6.78475,75.04428
Kepler-1673 b,Kepler-1673,1,1,0,Transit,2020,Kepler,0.212700,2.936,8.93000,1.13,1.11,0.179,18.29475,78.98169
Kepler-1674 b,Kepler-1674,1,1,0,Transit,2020,Kepler,0.301700,3.206,10.40000,0.88,0.96,-0.206,11.21376,78.38828
Kepler-1675 b,Kepler-1675,1,1,0,Transit,2020,Kepler,0.307600,3.125,9.93000,1.13,1.06,0.129,16.75440,70.97329
Kepler-1676 b,Kepler-1676,1,1,0,Transit,2020,Kepler,0.195400,3.377,11.30000,1.06,1.07,0.084,15.36974,74.40648
Kepler-1677 b,Kepler-1677,1,1,0,Transit,2020,Kepler,0.162400,2.702,7.76000,1.25,1.11,0.265,9.78928,81.14917
Kepler-1678 b,Kepler-1678,1,1,0,Transit,2020,Kepler,0.530200,3.304,10.90000,0.83,1.03,-0.162,9.51620,71.37765
Kepler-1679 b,Kepler-1679,1,1,0,Transit,2020,Kepler,0.089200,2.069,4.93000,0.87,0.96,-0.201,14.05749,82.79837
Kepler-168 b,Kepler-168,1,2,0,Transit,2014,Kepler,0.056000,1.460,2.73000,1.11,1.11,0.361,8.72341,73.42971
Kepler-168 c,Kepler-168,1,2,0,Transit,2014,Kepler,0.116000,2.690,7.70000,1.11,1.11,0.361,8.72341,73.42971
Kepler-1680 b,Kepler-1680,1,1,0,Transit,2020,Kepler,0.078400,1.360,2.42000,0.72,0.83,-0.524,7.18752,74.41131
Kepler-1681 b,Kepler-1681,1,1,0,Transit,2020,Kepler,0.320000,2.553,7.05000,0.76,0.89,-0.293,10.55535,79.97224
Kepler-1682 b,Kepler-1682,1,1,0,Transit,2020,Kepler,0.113400,2.889,8.70000,0.84,0.99,-0.196,9.09849,72.93853
Kepler-1683 b,Kepler-1683,1,1,0,Transit,2020,Kepler,0.118200,1.875,4.17000,0.90,0.95,-0.198,8.46112,78.73432
Kepler-1684 b,Kepler-1684,1,1,0,Transit,2020,Kepler,0.225300,2.871,8.60000,0.67,0.75,-0.707,12.17404,79.03919
Kepler-1685 b,Kepler-1685,1,1,0,Transit,2020,Kepler,0.148500,2.577,7.16000,0.84,0.96,-0.245,9.70889,77.62455
Kepler-1686 b,Kepler-1686,1,1,0,Transit,2020,Kepler,0.086600,1.426,2.62000,1.20,1.02,0.141,11.81785,74.34305
Kepler-1687 b,Kepler-1687,1,1,0,Transit,2020,Kepler,0.053200,1.656,3.38000,0.73,0.65,-0.859,16.61049,82.01382
Kepler-1688 b,Kepler-1688,1,1,0,Transit,2020,Kepler,0.057700,1.262,2.13000,0.75,0.81,-0.636,12.88540,72.98548
Kepler-1689 b,Kepler-1689,1,1,0,Transit,2020,Kepler,0.079800,0.947,0.79900,1.00,1.02,-0.016,10.34205,71.24425
Kepler-169 b,Kepler-169,1,5,0,Transit,2014,Kepler,0.040000,1.130,1.51000,0.76,0.84,-0.496,15.17842,71.50909
Kepler-169 c,Kepler-169,1,5,0,Transit,2014,Kepler,0.062000,1.210,1.92000,0.76,0.84,-0.496,15.17842,71.50909
Kepler-169 d,Kepler-169,1,5,0,Transit,2014,Kepler,0.075000,1.250,2.10000,0.76,0.84,-0.496,15.17842,71.50909
Kepler-169 e,Kepler-169,1,5,0,Transit,2014,Kepler,0.105000,2.200,5.48000,0.76,0.84,-0.496,15.17842,71.50909
Kepler-169 f,Kepler-169,1,5,0,Transit,2014,Kepler,0.359000,2.580,7.18000,0.76,0.84,-0.496,15.17842,71.50909
Kepler-1690 b,Kepler-1690,1,1,0,Transit,2020,Kepler,0.709700,2.811,8.30000,0.86,0.94,-0.243,14.07622,73.08366
Kepler-1691 b,Kepler-1691,1,1,0,Transit,2020,Kepler,0.049500,1.835,4.02000,1.13,1.11,0.175,15.04164,71.68460
Kepler-1692 b,Kepler-1692,1,1,0,Transit,2020,Kepler,0.064600,1.112,1.42000,0.87,0.87,-0.324,16.90563,77.67308
Kepler-1693 b,Kepler-1693,1,2,0,Transit,2020,Kepler,0.101100,1.289,2.21000,0.88,0.95,-0.218,15.30878,79.65090
Kepler-1693 c,Kepler-1693,1,2,0,Transit,2021,Kepler,0.058800,0.977,0.89400,1.10,0.94,-0.218,15.30878,79.65090
Kepler-1694 b,Kepler-1694,1,1,0,Transit,2020,Kepler,0.044900,1.180,1.76000,0.76,0.82,-0.508,9.53827,73.46926
Kepler-1695 b,Kepler-1695,1,1,0,Transit,2020,Kepler,0.052900,1.119,1.46000,0.99,0.96,-0.104,12.45831,79.01123
Kepler-1696 b,Kepler-1696,1,1,0,Transit,2020,Kepler,0.324400,2.810,8.29000,1.20,1.02,0.139,9.19024,75.70300
Kepler-1697 b,Kepler-1697,1,1,0,Transit,2020,Kepler,0.200800,1.260,2.12000,0.77,0.75,-0.588,15.04776,74.44132
Kepler-1698 b,Kepler-1698,1,1,0,Transit,2020,Kepler,0.020300,1.073,1.25000,0.74,0.82,-0.518,9.38916,72.42374
Kepler-1699 b,Kepler-1699,1,1,0,Transit,2020,Kepler,0.041800,1.567,3.08000,0.73,0.81,-0.339,14.44265,80.88667
Kepler-17 b,Kepler-17,1,1,0,Transit,2011,Kepler,0.025910,14.680,778.65000,1.01,1.04,0.012,10.24166,81.82493
Kepler-170 b,Kepler-170,1,2,0,Transit,2014,Kepler,0.080000,3.200,82.60000,1.03,1.09,-0.055,16.47671,71.75047
Kepler-170 c,Kepler-170,1,2,0,Transit,2014,Kepler,0.131000,2.860,8.55000,1.03,1.09,-0.055,16.47671,71.75047
Kepler-1700 b,Kepler-1700,1,1,0,Transit,2020,Kepler,0.757600,2.901,8.76000,1.09,1.12,0.154,16.24851,76.03716
Kepler-1701 b,Kepler-1701,1,1,0,Transit,2020,Kepler,0.560800,2.222,5.57000,0.84,0.87,-0.351,15.13726,72.61899
Kepler-1702 b,Kepler-1702,1,1,0,Transit,2020,Kepler,0.127500,1.602,3.20000,0.73,0.85,-0.496,17.25401,74.73093
Kepler-1704 b,Kepler-1704,1,1,0,Transit,2013,Kepler,2.027000,11.949,1322.16617,1.70,1.13,0.452,15.90743,82.73316
Kepler-1705 b,Kepler-1705,1,2,0,Transit,2014,Kepler,0.080000,2.030,4.47000,1.26,1.14,0.354,6.55518,79.91970
Kepler-1705 c,Kepler-1705,1,2,0,Transit,2021,Kepler,,2.050,5.42000,1.26,1.14,0.354,6.55518,79.91970
Kepler-1708 b,Kepler-1708,1,1,0,Transit,2021,Kepler,1.640000,9.960,1462.01067,1.12,1.09,0.182,9.15634,77.57112
Kepler-1709 b,Kepler-1709,1,1,0,Transit,2021,Kepler,0.319200,3.124,9.93000,1.04,1.00,0.115,18.04476,73.53701
Kepler-171 b,Kepler-171,1,3,0,Transit,2014,Kepler,0.050000,2.340,6.08000,0.84,0.91,-0.079,8.28120,75.89964
Kepler-171 c,Kepler-171,1,3,0,Transit,2014,Kepler,0.098000,2.560,7.08000,0.84,0.91,-0.079,8.28120,75.89964
Kepler-171 d,Kepler-171,1,3,0,Transit,2014,Kepler,0.223000,1.890,4.23000,0.84,0.91,-0.079,8.28120,75.89964
Kepler-1710 b,Kepler-1710,1,1,0,Transit,2021,Kepler,0.115900,3.197,10.30000,0.90,0.93,-0.143,9.85916,70.46256
Kepler-1711 b,Kepler-1711,1,1,0,Transit,2021,Kepler,0.146300,1.923,4.36000,1.03,0.94,0.010,7.61078,76.84314
Kepler-1712 b,Kepler-1712,1,1,0,Transit,2021,Kepler,0.090300,2.284,5.83000,0.51,0.52,-1.179,19.19378,80.23890
Kepler-1713 b,Kepler-1713,1,1,0,Transit,2021,Kepler,0.146900,1.717,3.59000,1.46,1.30,0.486,15.22309,74.25854
Kepler-1714 b,Kepler-1714,1,1,0,Transit,2021,Kepler,0.104700,3.264,10.70000,2.09,1.45,0.760,12.31498,78.87078
Kepler-1715 b,Kepler-1715,1,1,0,Transit,2021,Kepler,0.217800,4.140,16.00000,1.21,1.08,0.417,10.07705,74.74287
Kepler-1716 b,Kepler-1716,1,1,0,Transit,2021,Kepler,0.191600,2.425,6.46000,0.68,0.75,-0.624,8.73059,77.47324
Kepler-1717 b,Kepler-1717,1,1,0,Transit,2021,Kepler,0.201400,2.989,9.21000,1.64,1.16,0.593,12.91794,82.38598
Kepler-1718 b,Kepler-1718,1,1,0,Transit,2021,Kepler,0.487800,2.569,7.12000,0.91,0.85,-0.040,11.78640,75.35266
Kepler-1719 b,Kepler-1719,1,1,0,Transit,2021,Kepler,0.067400,3.950,14.80000,1.78,1.08,0.526,15.32250,69.21634
Kepler-172 b,Kepler-172,1,4,0,Transit,2014,Kepler,0.040000,2.350,6.12000,1.08,1.00,-0.032,17.34751,71.60688
Kepler-172 c,Kepler-172,1,4,0,Transit,2014,Kepler,0.068000,2.860,8.55000,1.08,1.00,-0.032,17.34751,71.60688
Kepler-172 d,Kepler-172,1,4,0,Transit,2014,Kepler,0.118000,2.250,5.69000,1.08,1.00,-0.032,17.34751,71.60688
Kepler-172 e,Kepler-172,1,4,0,Transit,2014,Kepler,0.211000,2.760,8.05000,1.08,1.00,-0.032,17.34751,71.60688
Kepler-1720 b,Kepler-1720,1,1,0,Transit,2021,Kepler,0.104300,3.216,10.40000,0.84,0.94,-0.336,10.86939,80.72527
Kepler-1721 b,Kepler-1721,1,1,0,Transit,2021,Kepler,0.051900,3.119,9.90000,0.80,0.89,-0.407,18.43362,74.99943
Kepler-1722 b,Kepler-1722,1,1,0,Transit,2021,Kepler,0.081900,2.867,8.58000,0.79,0.88,-0.170,8.11144,75.42329
Kepler-1723 b,Kepler-1723,1,1,0,Transit,2021,Kepler,0.224900,2.880,8.65000,1.01,0.96,0.034,12.12381,79.65053
Kepler-1724 b,Kepler-1724,1,1,0,Transit,2021,Kepler,0.068300,2.837,8.43000,0.94,1.02,0.055,11.63223,81.17623
