554,HD 165155,1,1,0.95,1.02,-0.155
555,HD 1666,1,1,1.93,1.50,0.730
556,HD 166724,1,1,0.80,0.81,-0.509
557,HD 167042,1,1,4.63,1.39,1.057
558,HD 167677,1,1,0.95,0.96,-0.132
559,HD 167768,1,1,9.70,1.08,1.669
560,HD 168009,1,1,1.21,0.99,0.150
561,HD 168443,1,2,1.71,0.98,0.382
562,HD 168746,1,1,1.09,1.07,0.041
563,HD 168863,1,1,0.78,0.80,-0.501
564,HD 1690,1,1,21.66,1.86,1.520
565,HD 16905,1,1,0.77,0.85,-0.518
566,HD 169142,1,1,1.54,1.85,0.768
567,HD 169830,1,2,1.94,1.17,0.662
568,HD 170469,2,1,1.24,1.10,0.204
569,HD 17092,1,1,13.58,6.73,1.756
570,HD 171028,1,1,2.47,1.53,0.733
571,HD 171238,1,1,1.01,0.96,-0.090
572,HD 17156,1,1,1.55,1.41,0.390
573,HD 173416,1,1,13.50,2.00,1.892
574,HD 174205,1,1,26.60,1.80,2.378
575,HD 175167,1,1,1.75,1.00,0.456
576,HD 175541,1,1,4.19,1.39,0.934
577,HD 175607,1,1,0.70,0.71,-0.271
578,HD 17674,1,1,1.18,0.98,0.205
579,HD 176986,1,2,0.78,0.79,-0.480
580,HD 177565,1,1,0.97,1.00,-0.054
581,HD 177830,2,2,3.26,1.70,0.685
582,HD 178911 B,3,1,1.08,1.24,-0.043
583,HD 179079,1,1,1.63,1.14,0.380
584,HD 179949,1,1,1.27,1.21,0.301
585,HD 180053,1,1,4.06,1.75,1.099
586,HD 18015,1,1,3.13,1.49,0.974
587,HD 180314,1,1,9.20,2.60,1.643
588,HD 180617,2,1,0.48,0.48,-1.490
589,HD 180902,2,1,4.16,1.41,0.973
590,HD 181234,1,1,1.06,0.94,-0.099
591,HD 181342,1,1,4.71,1.69,1.079
592,HD 18143,1,2,0.87,0.85,-0.320
593,HD 181433,1,3,0.79,0.63,-0.456
594,HD 181720,1,1,1.50,1.03,0.288
595,HD 183263,1,2,1.23,1.06,0.250
596,HD 183579,1,1,0.99,1.03,0.012
597,HD 184010,1,3,4.86,1.35,1.117
598,HD 18438,1,1,88.48,1.84,2.968
599,HD 185269,3,1,2.00,1.30,0.694
600,HD 185283,1,1,0.74,0.80,-0.561
601,HD 18599,2,1,0.77,0.86,-0.429
602,HD 187085,1,1,1.27,1.19,2.130
603,HD 187123,1,2,1.15,1.04,0.127
604,HD 18742,1,1,5.13,1.36,1.143
605,HD 188015,2,1,1.13,1.09,0.059
606,HD 188641,1,1,1.94,1.07,0.615
607,HD 189567,1,2,1.04,0.83,0.324
608,HD 189733,2,1,0.75,0.79,-0.461
609,HD 190007,1,1,0.79,0.77,-0.680
610,HD 190228,1,1,2.59,1.42,0.697
611,HD 190360,2,2,1.14,1.00,0.066
612,HD 190647,1,1,1.38,1.07,0.297
613,HD 190984,1,1,1.53,0.91,0.430
614,HD 191806,1,1,1.40,1.07,0.348
615,HD 191939,1,6,0.94,0.81,-0.187
616,HD 192263,1,1,0.74,0.66,-0.470
617,HD 192310,1,2,0.86,0.80,-0.415
618,HD 192699,1,1,4.41,1.38,1.009
619,HD 194490,1,1,1.15,1.06,0.147
620,HD 195019,2,1,1.48,1.21,0.333
621,HD 196050,3,1,1.42,1.27,0.260
622,HD 196067,2,1,1.73,1.29,0.572
623,HD 19615,1,1,32.30,1.10,2.515
624,HD 196885 A,2,1,1.31,1.28,0.380
625,HD 197037,2,1,1.10,1.11,0.239
626,HD 199509,1,1,0.92,1.04,-0.084
627,HD 19994,3,1,1.80,1.36,0.580
628,HD 20003,1,2,0.92,0.88,-0.143
629,HD 200964,1,2,4.92,1.39,1.064
630,HD 202206,2,1,1.04,1.07,0.035
631,HD 202696,1,2,6.43,1.91,1.369
632,HD 202772 A,2,1,2.59,1.72,0.971
633,HD 203030,1,1,0.86,0.94,-0.227
634,HD 20329,1,1,1.13,0.90,0.049
635,HD 203387,1,2,10.59,2.82,1.860
636,HD 2039,1,1,1.19,1.23,0.194
637,HD 204313,1,3,1.10,1.03,0.100
638,HD 204941,2,1,0.78,0.58,-0.509
639,HD 205158,1,1,1.88,1.16,0.653
640,HD 205739,1,1,1.33,1.22,0.360
641,HD 206255,1,1,2.22,1.42,0.652
642,HD 206610,1,1,6.12,1.55,1.276
643,HD 206893,1,2,1.31,1.32,0.456
644,HD 207496,1,1,0.77,0.80,-0.509
645,HD 20781,2,5,0.83,0.70,-0.310
646,HD 20782,2,5,1.13,1.04,0.107
647,HD 207832,3,2,0.89,1.05,-0.110
648,HD 207897,1,1,0.78,0.80,-0.444
649,HD 20794,1,4,0.92,0.70,-0.163
650,HD 208487,1,1,1.20,1.13,0.244
651,HD 208527,1,1,51.10,1.60,2.863
652,HD 20868,1,1,0.76,0.39,-0.529
653,HD 208897,1,1,4.98,1.25,1.090
654,HD 209458,1,1,1.19,1.23,0.231
655,HD 210193,1,1,1.06,1.04,0.056
656,HD 210277,1,1,1.07,1.01,-0.032
657,HD 210702,1,1,4.54,1.33,1.035
658,HD 211403,1,1,1.21,1.20,0.364
659,HD 211810,1,1,1.13,1.03,0.070
660,HD 211970,1,1,0.57,0.61,-1.065
661,HD 212301,2,1,1.16,1.55,0.243
662,HD 212771,1,1,5.27,1.56,1.188
663,HD 213240,2,1,1.51,1.57,0.429
664,HD 213472,1,1,1.43,1.05,0.285
665,HD 213519,1,1,1.08,1.05,0.089
666,HD 213885,1,2,1.10,1.07,0.139
667,HD 21411,1,1,0.83,0.89,-0.266
668,HD 214823,2,1,2.04,1.11,0.638
669,HD 215152,1,4,0.73,0.77,-0.523
670,HD 215497,1,2,0.85,0.67,-0.410
671,HD 216435,1,1,1.80,1.30,0.557
672,HD 216437,1,1,1.39,1.22,0.350
673,HD 216520,1,2,0.76,0.82,-0.452
674,HD 216536,1,1,9.83,0.81,1.800
675,HD 216770,1,1,0.93,0.74,-0.100
676,HD 21693,1,2,0.91,0.80,-0.208
677,HD 217107,1,2,1.11,1.00,0.098
678,HD 217786,2,2,1.27,1.14,0.276
679,HD 217958,1,1,1.33,1.08,0.292
680,HD 218566,1,1,0.85,0.76,-0.452
681,HD 219077,1,1,1.91,0.92,0.425
682,HD 219134,1,6,0.78,0.81,-0.577
683,HD 219139,1,1,11.22,1.46,1.795
684,HD 219415,1,1,2.90,1.00,0.620
685,HD 219666,1,1,1.03,0.92,-0.028
686,HD 219828,1,2,1.56,1.04,0.420
687,HD 220074,1,1,54.92,2.20,2.894
688,HD 220197,1,1,0.98,0.91,-0.003
689,HD 220689,1,1,1.07,1.02,0.093
690,HD 220773,1,1,1.68,1.16,0.498
691,HD 220842,2,1,1.42,1.13,0.357
692,HD 221287,1,1,1.14,1.25,0.220
693,HD 221416,1,1,2.94,1.21,0.712
694,HD 221420,1,1,1.95,1.34,0.603
695,HD 221585,1,1,1.85,1.19,0.422
696,HD 222076,1,1,4.10,1.07,0.929
697,HD 222155,1,1,1.85,1.21,0.509
698,HD 222582,2,1,1.13,1.12,0.115
699,HD 224538,1,1,1.54,1.23,0.470
700,HD 224693,1,1,1.93,1.31,0.610
701,HD 22496,1,1,0.67,0.68,-1.174
702,HD 22532,1,1,5.69,1.57,1.274
703,HD 22781,1,1,0.74,0.75,-0.476
704,HD 22946,1,3,1.12,1.10,0.209
705,HD 23079,1,1,1.07,1.12,0.133
706,HD 23127,1,1,1.49,1.21,0.452
707,HD 231701,1,1,1.53,1.21,0.470
708,HD 233604,1,1,10.90,1.50,1.750
709,HD 233832,2,1,0.68,0.71,-0.523
710,HD 23472,1,5,0.71,0.67,-0.625
711,HD 235088,1,1,0.79,0.84,-0.443
712,HD 23596,2,1,1.53,1.10,0.458
713,HD 238090,1,1,0.57,0.58,-1.154
714,HD 238914,1,1,12.73,1.47,1.850
715,HD 240210,1,1,25.46,0.82,1.550
716,HD 240237,1,1,71.23,8.76,2.490
717,HD 24040,1,2,1.30,1.11,0.276
718,HD 24064,1,1,40.00,1.61,2.546
719,HD 24085,1,1,1.41,1.22,0.377
720,HD 25015,1,1,0.83,0.86,-0.384
721,HD 25171,2,1,1.23,1.08,0.276
722,HD 25723,1,1,13.76,2.12,1.944
723,HD 25912,1,2,1.00,1.08,0.041
724,HD 260655,1,2,0.44,0.44,-1.440
725,HD 26161,1,1,1.46,1.12,0.393
726,HD 2638,3,1,0.94,0.77,-0.330
727,HD 2685,1,1,1.56,1.43,0.668
728,HD 26965,3,1,0.87,0.78,-0.340
729,HD 27442,2,1,3.18,1.23,0.851
730,HD 27631,1,1,0.92,0.94,-0.056
731,HD 27894,1,3,0.89,0.81,-0.449
732,HD 27969,1,1,1.27,1.16,0.528
733,HD 28109,1,3,1.45,1.26,0.456
734,HD 28185,1,2,1.03,0.99,0.016
735,HD 28192,1,1,1.07,1.08,0.103
736,HD 28254,2,1,1.48,1.10,0.340
737,HD 285507,1,1,0.69,0.82,-0.719
738,HD 285968,1,1,0.48,0.50,-1.658
739,HD 28678,1,1,6.48,1.53,1.360
740,HD 29021,1,1,0.85,0.85,-0.181
741,HD 290327,1,1,0.95,0.84,-0.140
742,HD 29399,1,1,4.50,1.17,1.002
743,HD 2952,1,1,10.90,1.91,1.768
744,HD 29985,1,1,0.57,0.75,-0.846
745,HD 30177,1,2,1.02,0.98,0.083
746,HD 30562,1,1,1.61,1.12,0.450
747,HD 30669,1,1,0.91,0.92,-0.146
748,HD 30856,2,1,4.40,1.17,0.996
749,HD 31253,1,1,1.75,1.70,0.517
750,HD 31527,1,3,1.07,0.96,0.079
751,HD 3167,1,4,0.88,0.84,-0.270
752,HD 32518,1,1,10.22,1.13,1.666
753,HD 32963,1,1,1.11,0.94,0.064
754,HD 330075,1,1,0.84,0.47,-0.330
755,HD 331093,1,1,1.11,1.03,0.006
756,HD 33142,1,3,4.17,1.52,1.000
757,HD 332231,1,1,1.28,1.13,0.305
758,HD 33283,2,1,1.97,1.38,0.640
759,HD 33564,1,1,1.44,1.25,0.535
760,HD 33844,1,2,5.39,1.84,1.149
761,HD 34445,1,6,1.38,1.14,0.303
762,HD 35759,1,1,1.76,1.15,0.537
763,HD 360,1,1,10.86,1.69,1.742
764,HD 36384,1,1,38.40,1.14,2.589
765,HD 3651,1,1,0.87,0.80,-0.274
766,HD 37124,1,3,0.95,0.85,-0.112
767,HD 37605,1,2,0.91,0.94,-0.220
768,HD 3765,1,1,0.83,0.85,-0.416
769,HD 38283,1,1,1.49,1.37,0.411
770,HD 38529,2,2,2.86,0.98,0.834
771,HD 38801,1,1,2.03,1.21,0.659
772,HD 39091,1,3,1.19,1.10,0.160
773,HD 39194,1,3,0.78,0.67,-0.409
774,HD 39855,1,1,0.74,0.87,-0.316
775,HD 40307,1,5,0.72,0.77,-0.639
776,HD 40956,1,1,8.56,2.00,1.664
777,HD 40979,3,1,1.21,1.45,0.291
778,HD 41004 A,2,2,0.85,0.95,-0.293
779,HD 41004 B,2,2,1.04,0.40,-0.202
780,HD 4113,3,1,1.08,1.01,0.086
781,HD 42012,1,1,0.82,0.83,-0.270
782,HD 4203,1,2,1.42,1.25,0.293
783,HD 4208,1,1,0.85,0.88,-0.100
784,HD 42618,1,1,1.00,1.01,-0.009
785,HD 4308,1,1,1.02,0.93,-0.004
786,HD 4313,1,1,5.14,1.63,1.149
787,HD 43197,1,2,1.00,0.96,-0.137
788,HD 43691,3,1,1.60,1.32,0.500
789,HD 44219,1,1,1.32,1.20,0.260
790,HD 45184,1,2,1.08,1.03,0.053
791,HD 45350,1,1,1.26,0.98,0.141
792,HD 45364,1,2,0.89,0.82,-0.196
793,HD 45652,1,1,0.94,0.92,-0.200
794,HD 457,1,1,1.28,1.15,0.316
795,HD 46375,2,1,0.91,0.92,-0.245
796,HD 47186,1,2,1.08,0.96,0.043
797,HD 4732,2,2,5.03,1.39,1.118
798,HD 47366,1,2,7.30,1.81,1.417
799,HD 47536,1,1,23.47,2.10,2.248
800,HD 4760,1,1,42.40,1.05,2.930
801,HD 48265,1,1,1.90,1.31,0.584
802,HD 4917,1,1,5.01,1.32,1.456
803,HD 49674,1,1,1.02,1.03,-0.022
804,HD 50499,1,2,1.35,1.25,0.376
805,HD 50554,1,1,1.02,1.04,0.143
806,HD 51608,1,2,0.92,0.80,-0.244
807,HD 52265,1,1,1.32,1.20,0.297
808,HD 5278,1,2,1.19,1.13,0.280
809,HD 5319,1,2,4.06,1.27,0.150
810,HD 55696,1,1,1.52,1.29,0.430
811,HD 5583,1,1,9.09,1.01,1.610
812,HD 5608,2,1,5.43,1.29,1.155
813,HD 564,1,1,1.01,0.96,0.019
814,HD 56414,1,1,1.75,1.89,1.158
815,HD 56957,1,1,1.78,1.03,0.491
816,HD 5891,1,1,10.64,1.93,1.595
817,HD 59686 A,2,1,13.20,1.90,1.822
818,HD 60292,1,1,27.00,1.70,2.394
819,HD 60532,1,2,2.57,1.50,1.001
820,HD 62364,1,2,1.40,1.16,0.433
821,HD 62509,1,1,8.90,2.00,1.612
822,HD 62549,1,1,1.23,1.08,0.228
823,HD 63433,1,2,0.91,0.99,-0.123
824,HD 63454,1,1,0.77,0.42,-0.592
825,HD 63765,1,1,0.83,0.65,-0.256
826,HD 63935,1,2,0.96,0.93,-0.098
827,HD 64114,1,1,0.88,0.95,-0.137
828,HD 64121,1,1,5.44,1.64,1.248
829,HD 6434,1,1,1.12,1.10,0.050
830,HD 65216,3,2,0.88,0.87,-0.150
831,HD 66141,1,1,21.40,1.10,2.240
832,HD 66428,1,2,1.13,1.01,0.096
833,HD 67087,1,2,1.55,1.36,0.540
834,HD 6718,1,1,0.95,1.08,0.053
835,HD 68402,1,1,1.02,1.12,0.068
836,HD 6860,1,1,86.40,2.49,3.224
837,HD 68988,1,2,1.19,1.28,0.222
838,HD 69123,1,1,7.72,1.68,1.470
839,HD 69830,1,3,0.89,0.86,-0.220
840,HD 70573,1,1,0.98,1.00,-0.001
841,HD 70642,1,1,0.98,1.08,0.012
842,HD 7199,1,1,0.97,0.77,-0.155
843,HD 72490,1,1,4.96,1.21,1.091
844,HD 72659,1,2,1.46,1.09,0.374
845,HD 72892,1,1,1.22,1.01,0.146
846,HD 73256,1,1,0.94,1.00,-0.132
847,HD 73267,1,2,0.91,0.93,-0.106
848,HD 73526,1,2,1.53,1.14,0.338
849,HD 73534,1,1,2.58,1.16,0.522
850,HD 73583,1,2,0.65,0.73,-0.760
851,HD 74156,1,2,1.51,1.10,0.401
852,HD 7449,2,1,0.97,1.20,0.101
853,HD 74698,1,2,1.33,1.04,0.253
854,HD 75289,2,1,1.23,1.29,0.312
855,HD 75302,1,1,0.94,1.06,-0.075
856,HD 75784,1,2,3.40,1.26,0.756
857,HD 75898,1,1,1.58,1.26,0.460
858,HD 76700,1,1,1.37,0.99,0.257
859,HD 76920,1,1,7.47,1.17,1.380
860,HD 77338,1,1,0.97,1.37,-0.260
861,HD 79181,1,1,11.06,1.28,1.790
862,HD 7924,1,3,0.78,0.65,-0.406
863,HD 79498,2,1,1.05,1.08,0.030
864,HD 80606,2,1,1.04,1.15,-0.002
865,HD 80653,1,2,1.22,1.18,0.240
866,HD 80869,1,1,1.06,1.06,0.400
867,HD 80883,1,1,0.81,0.88,-0.367
868,HD 80913,1,1,1.65,1.11,0.508
869,HD 81040,1,1,0.91,1.03,-0.077
870,HD 81688,1,1,11.13,1.07,1.780
871,HD 81817,1,2,83.80,4.30,3.261
872,HD 82886,1,1,5.26,2.53,1.143
873,HD 82943,1,2,1.18,1.08,0.194
874,HD 8326,1,1,0.78,0.80,-0.492
875,HD 83443,1,2,0.94,1.00,-0.104
876,HD 8535,2,1,1.19,1.13,0.333
877,HD 85390,1,1,0.80,0.76,-0.367
878,HD 85512,1,1,0.71,0.43,-0.775
879,HD 8574,1,1,1.38,1.34,0.376
880,HD 86065,1,1,0.78,0.81,-0.490
881,HD 86081,2,1,1.46,1.21,0.380
882,HD 86226,1,2,1.05,1.02,0.072
883,HD 86264,1,1,1.88,1.26,0.660
884,HD 8673,2,1,1.50,1.28,0.530
885,HD 86950,1,1,8.80,1.66,1.560
886,HD 87646,3,1,1.55,1.12,0.960
887,HD 87883,1,1,0.80,0.81,-0.471
888,HD 88072,1,1,1.03,1.04,0.031
889,HD 88133,1,1,2.20,1.26,0.497
890,HD 89307,1,1,1.10,1.27,0.131
891,HD 89345,1,1,1.75,1.16,0.425
892,HD 89744,2,1,2.13,1.86,0.796
893,HD 89839,1,1,1.29,1.21,0.375
894,HD 90156,1,1,0.92,0.84,-0.143
895,HD 9174,1,1,1.67,1.03,0.382
896,HD 92788,1,2,1.14,1.15,0.020
897,HD 93083,1,1,0.85,0.70,-0.387
898,HD 93351,1,2,0.91,0.94,-0.194
899,HD 93385,1,3,1.18,1.04,0.207
900,HD 93963 A,2,2,1.04,1.11,0.098
901,HD 9446,1,2,1.00,1.00,0.041
902,HD 94771,1,1,1.90,1.20,0.516
903,HD 94834,1,1,4.20,1.11,0.993
904,HD 95086,1,1,1.49,1.77,0.821
905,HD 95089,1,2,5.08,1.54,1.130
906,HD 95127,1,1,41.01,3.70,2.280
907,HD 95338,1,1,0.87,0.83,-0.310
908,HD 95544,1,1,1.09,1.01,0.478
909,HD 95872,1,1,0.84,0.70,-0.242
910,HD 96063,1,1,4.75,1.37,1.104
911,HD 96127,1,1,51.10,10.94,2.860
912,HD 96167,2,1,1.94,1.27,0.570
913,HD 96700,1,3,1.16,0.89,0.140
914,HD 96992,1,1,7.43,0.96,1.470
915,HD 97037,1,1,1.26,1.06,0.234
916,HD 97048,1,1,2.25,2.40,1.602
917,HD 97658,1,1,0.73,0.85,-0.455
918,HD 98219,1,1,4.60,1.41,1.049
919,HD 98649,1,1,1.01,1.02,-0.014
920,HD 98736,2,1,0.93,0.92,-0.220
921,HD 99109,1,1,0.98,0.76,-0.172
922,HD 99283,1,1,11.21,1.76,1.810
923,HD 99492,2,2,0.82,0.85,-0.475
924,HD 99706,1,2,5.52,1.46,1.188
925,HIP 105854,1,1,10.31,2.10,1.670
926,HIP 107772,1,1,0.51,0.63,-1.163
927,HIP 107773,1,1,11.60,2.42,1.870
928,HIP 109384,1,1,0.83,0.78,-0.319
929,HIP 109600,2,1,0.97,0.87,-0.079
930,HIP 113103,1,2,0.74,0.76,-0.576
931,HIP 114933,1,1,5.27,1.39,1.140
932,HIP 116454,2,1,0.72,0.76,-0.471
933,HIP 12961,1,1,0.65,0.69,-1.003
934,HIP 14810,1,3,1.07,1.01,-0.010
935,HIP 19976,1,1,0.77,0.67,-0.729
936,HIP 21152,2,1,1.59,1.40,0.636
937,HIP 29442,1,3,0.98,0.89,-0.155
938,HIP 34222,1,1,0.62,0.62,-1.033
939,HIP 35173,1,1,0.77,0.79,-0.514
940,HIP 35965,1,1,0.70,0.78,-0.620
941,HIP 38594,1,2,0.63,0.61,-1.062
942,HIP 41378,1,5,1.34,1.17,0.396
943,HIP 4845,1,1,0.60,0.62,-1.034
944,HIP 48714,1,1,0.60,0.58,-1.156
945,HIP 5158,1,2,0.75,0.78,-0.959
946,HIP 54373,1,2,0.56,0.57,-1.222
947,HIP 54597,1,1,0.66,0.80,-0.682
948,HIP 55507,1,1,0.72,0.65,-0.845
949,HIP 56640,1,1,4.93,1.75,1.050
950,HIP 57274,1,3,0.78,0.29,0.190
951,HIP 5763,1,1,0.75,0.72,-0.740
952,HIP 63242,1,1,10.28,1.54,1.630
953,HIP 65 A,2,1,0.72,0.78,-0.678
954,HIP 65407,1,2,0.95,0.93,-0.186
955,HIP 65426,1,1,1.74,1.96,1.269
956,HIP 65891,1,1,8.93,2.49,1.650
957,HIP 67522,1,1,1.38,1.22,0.243
958,HIP 67537,1,1,8.69,2.32,1.617
959,HIP 67851,1,2,5.87,1.90,1.207
960,HIP 70849,2,1,0.63,0.65,-1.048
961,HIP 71135,1,1,0.68,0.66,-0.908
962,HIP 74890,1,1,5.77,1.74,1.215
963,HIP 75056 A,2,1,1.65,1.92,1.129
964,HIP 75092,1,1,4.53,1.28,1.020
965,HIP 78530,1,1,2.11,2.50,1.368
966,HIP 79098 AB,2,1,,3.75,
967,HIP 79431,1,1,0.48,0.49,-1.549
968,HIP 81208 C,3,1,,0.14,
969,HIP 86221,1,1,,0.79,
970,HIP 90988,1,1,3.94,1.61,0.890
971,HIP 91258,1,1,0.89,0.97,-0.222
972,HIP 94235,2,1,1.08,1.09,0.138
973,HIP 948,1,1,0.69,0.71,-0.758
974,HIP 9618,1,2,0.97,1.02,-0.075
975,HIP 97166,1,2,0.84,0.90,-0.331
976,HIP 97233,1,1,5.34,1.81,1.204
977,HIP 99770,1,1,1.94,1.85,1.142
978,HN Lib,1,1,0.30,0.29,-1.995
979,HN Peg,1,1,1.01,1.08,0.060
980,HR 2562,1,1,1.47,1.30,0.531
981,HR 5183,2,1,1.53,1.07,0.397
982,HR 810,1,1,1.13,1.34,0.253
983,HR 858,2,3,1.31,1.15,0.371
984,HR 8799,1,4,1.49,1.50,0.692
985,HU Aqr,2,2,,0.88,
986,IC 4651 9122,1,1,10.27,2.10,1.636
987,K2-10,1,1,0.98,0.92,-0.101
988,K2-100,1,1,1.24,1.15,0.250
989,K2-101,1,1,0.76,0.82,-0.595
990,K2-102,1,1,0.71,0.77,-0.657
991,K2-104,1,1,0.48,0.51,-1.434
992,K2-105,1,1,0.97,1.05,-0.189
993,K2-107,1,1,1.81,1.30,0.464
994,K2-108,1,1,1.76,1.17,0.405
995,K2-11,1,1,5.15,1.35,-0.310
996,K2-110,1,1,0.71,0.74,-0.567
997,K2-111,1,2,1.25,0.84,0.279
998,K2-113,1,1,1.24,1.04,0.009
999,K2-114,1,1,0.82,0.86,-0.445
1000,K2-115,1,1,0.88,0.95,-0.145
1001,K2-116,1,1,0.67,0.69,-0.746
1002,K2-117,1,2,0.51,0.54,-1.357
1003,K2-118,1,1,0.73,0.76,-0.561
1004,K2-119,1,1,0.71,0.76,-0.685
1005,K2-12,1,1,1.12,0.97,0.072
1006,K2-120,1,1,0.67,0.69,-0.664
1007,K2-121,1,1,0.67,0.69,-0.745
1008,K2-122,2,1,0.59,0.63,-1.102
1009,K2-123,1,1,0.59,0.62,-1.143
1010,K2-124,1,1,0.39,0.39,-1.659
1011,K2-125,1,1,0.40,0.49,-1.641
1012,K2-126,1,1,0.65,0.69,-0.878
1013,K2-127,1,1,0.66,0.72,-0.254
1014,K2-128,1,1,0.78,0.71,-0.822
1015,K2-129,1,1,0.36,0.36,-1.828
1016,K2-13,1,1,0.78,0.80,-0.135
1017,K2-130,1,1,0.74,0.70,-0.799
1018,K2-131,1,1,0.76,0.80,-0.479
1019,K2-132,1,1,3.85,1.08,0.943
1020,K2-133,1,4,0.46,0.46,-1.479
1021,K2-136,2,3,0.68,0.74,-0.777
1022,K2-137,1,1,0.29,0.46,-1.484
1023,K2-138,1,6,0.86,0.94,-0.287
1024,K2-139,1,1,0.88,0.96,-0.299
1025,K2-14,1,1,0.45,0.47,-0.968
1026,K2-140,1,1,1.06,0.96,-0.049
1027,K2-141,1,2,0.68,0.71,-0.750
1028,K2-146,1,2,0.33,0.33,-1.824
1029,K2-147,1,1,0.31,0.58,-1.292
1030,K2-148,2,3,0.63,0.65,-0.996
1031,K2-149,1,1,0.57,0.59,-1.310
1032,K2-15,1,1,0.68,0.72,-0.453
1033,K2-150,1,1,0.44,0.46,-1.585
1034,K2-151,2,1,0.45,0.47,-1.553
1035,K2-152,1,1,0.61,0.63,-1.060
1036,K2-153,1,1,0.53,0.55,-1.367
1037,K2-154,1,2,0.63,0.65,-1.018
1038,K2-155,1,3,0.58,0.65,-1.229
1039,K2-156,1,1,0.62,0.66,-0.838
1040,K2-157,1,1,0.88,0.94,-0.210
1041,K2-158,1,2,0.95,0.92,-0.163
1042,K2-159,1,1,0.83,0.90,-0.296
1043,K2-160,1,1,0.91,0.98,-0.137
1044,K2-161,1,1,2.57,0.99,0.919
1045,K2-162,1,1,0.69,0.75,-0.657
1046,K2-163,1,1,0.76,0.83,-0.541
1047,K2-164,1,1,2.20,1.18,0.590
1048,K2-165,1,3,0.80,0.83,-0.370
1049,K2-167,1,1,1.49,1.01,0.436
1050,K2-169,1,1,0.92,0.99,-0.161
1051,K2-17,1,1,0.66,0.71,-0.997
1052,K2-170,1,2,0.98,0.96,0.072
1053,K2-171,1,1,1.72,0.89,0.516
1054,K2-172,1,2,0.87,0.93,-0.232
1055,K2-173,1,1,0.84,0.88,-0.060
1056,K2-174,1,1,0.68,0.70,-0.773
1057,K2-175,1,1,1.42,1.09,0.419
1058,K2-176,1,1,0.86,0.94,-0.348
1059,K2-177,1,1,1.21,1.21,0.342
1060,K2-178,1,1,0.89,0.95,-0.284
1061,K2-179,1,1,0.77,0.82,-0.523
1062,K2-18,1,2,0.41,0.36,-1.597
1063,K2-180,1,1,0.72,0.72,-0.439
1064,K2-181,1,1,1.07,0.99,-0.013
1065,K2-182,1,1,0.79,0.86,-0.408
1066,K2-183,1,3,0.87,0.94,-0.138
1067,K2-184,1,1,0.75,0.84,-0.399
1068,K2-185,1,2,0.94,0.96,-0.090
1069,K2-186,1,1,0.98,1.02,0.050
1070,K2-187,1,4,0.83,0.97,-0.210
1071,K2-188,1,2,1.19,1.06,0.184
1072,K2-189,1,2,0.87,0.94,-0.239
1073,K2-19,1,3,0.82,0.88,-0.292
1074,K2-190,1,2,0.91,0.90,-0.068
1075,K2-191,1,1,0.84,0.90,-0.345
1076,K2-192,1,1,0.81,0.90,-0.360
1077,K2-193,1,1,0.98,1.01,-0.076
1078,K2-194,1,1,1.28,1.11,0.363
1079,K2-195,1,2,0.99,0.94,-0.012
1080,K2-196,1,1,1.54,1.16,0.644
1081,K2-197,1,1,0.93,1.00,-0.114
1082,K2-198,1,3,0.76,0.80,-0.401
1083,K2-199,1,2,0.68,0.71,-0.733
1084,K2-200,1,1,0.79,0.86,-0.429
1085,K2-201,1,2,0.88,0.96,-0.276
1086,K2-2016-BLG-0005L,1,1,,0.58,
1087,K2-202,1,1,0.91,0.97,-0.335
1088,K2-203,1,1,0.76,0.79,-0.485
1089,K2-204,1,1,1.18,1.01,0.253
1090,K2-205,1,1,1.08,0.95,0.194
1091,K2-206,1,1,0.76,0.79,-0.435
1092,K2-207,1,1,0.93,0.94,-0.173
1093,K2-208,1,1,0.86,0.93,-0.214
1094,K2-209,1,1,0.71,0.74,-0.588
1095,K2-21,1,2,0.65,0.68,-1.026
1096,K2-210,1,1,0.89,0.91,-0.249
1097,K2-211,1,1,0.79,0.88,-0.386
1098,K2-212,1,1,0.68,0.62,-0.910
1099,K2-213,1,1,1.20,1.07,0.247
1100,K2-214,1,1,1.27,1.05,0.196
1101,K2-215,1,1,0.97,1.00,-0.026
1102,K2-216,1,1,0.72,0.70,-0.721
1103,K2-217,1,1,1.33,1.10,0.232
1104,K2-218,1,1,1.01,1.05,-0.003
1105,K2-219,1,3,1.19,1.02,0.151
1106,K2-22,2,1,0.58,0.60,-1.074
1107,K2-220,1,1,1.02,0.96,-0.061
1108,K2-221,1,1,0.95,1.01,-0.064
1109,K2-222,1,1,1.11,0.99,0.139
1110,K2-223,1,2,1.00,1.06,-0.035
1111,K2-224,1,2,0.84,0.91,-0.241
1112,K2-225,1,1,1.70,1.27,0.395
1113,K2-226,1,1,0.91,0.88,-0.276
1114,K2-227,1,1,0.89,0.95,-0.167
1115,K2-228,1,1,0.65,0.71,-0.849
1116,K2-229,1,2,0.79,0.87,-0.389
1117,K2-230,1,1,1.39,1.11,0.317
1118,K2-231,1,1,0.95,1.01,-0.112
1119,K2-232,1,1,1.16,1.19,0.238
1120,K2-233,1,3,0.71,0.79,-0.523
1121,K2-237,1,1,1.26,1.26,0.371
1122,K2-238,1,1,1.59,1.19,0.360
1123,K2-239,1,3,0.36,0.40,-1.796
1124,K2-24,1,2,1.16,1.07,0.158
